CustomerID,CustomerName,Region,SubscriptionType,SubscriptionStart,SubscriptionEnd,Canceled,Revenue,Subscription Duration,,,
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,2522,365,,,
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,1602,365,,,
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,2624,365,,,
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,1700,365,,,
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,1933,365,,,
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,2431,366,,,
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,1167,366,,,
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,2522,366,,,
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,1285,366,,,
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,2126,366,,,
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,2862,366,,,
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,2879,366,,,
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,1974,365,,,
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,1722,365,,,
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,1922,365,,,
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,1592,365,,,
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,1148,365,,,
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,2680,365,,,
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,2734,365,,,
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,2914,365,,,
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,1124,365,,,
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,2145,365,,,
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,1642,365,,,
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,2094,365,,,
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,1887,365,,,
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,2602,366,,,
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,2633,366,,,
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,2191,366,,,
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,1131,366,,,
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,2380,366,,,
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,1283,366,,,
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,1327,366,,,
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,2301,365,,,
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,2259,365,,,
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,1976,365,,,
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,2121,365,,,
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,1509,365,,,
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,2296,365,,,
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,2798,365,,,
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,2049,365,,,
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,1089,365,,,
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,1557,365,,,
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,2279,365,,,
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,1028,365,,,
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,1910,365,,,
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,2168,366,,,
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,1743,366,,,
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,1912,366,,,
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,2508,366,,,
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,2472,366,,,
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,1488,366,,,
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,2096,366,,,
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,1557,365,,,
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,1923,365,,,
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,1431,365,,,
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,1057,365,,,
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,2450,365,,,
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,2362,365,,,
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,2557,365,,,
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,2092,365,,,
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,1884,365,,,
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,2829,365,,,
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,2428,365,,,
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,1326,365,,,
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,2198,365,,,
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,2926,366,,,
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,2765,366,,,
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,2606,366,,,
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,1236,366,,,
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,1959,366,,,
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,1911,366,,,
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,1021,366,,,
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,2732,365,,,
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,2505,365,,,
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,1071,365,,,
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,1231,365,,,
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,1808,365,,,
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,2156,365,,,
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,2813,365,,,
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,1969,365,,,
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,1108,365,,,
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,2534,365,,,
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,1134,365,,,
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,2690,365,,,
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,1098,365,,,
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,1818,366,,,
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,1913,366,,,
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,1862,366,,,
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,2466,366,,,
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,2264,366,,,
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,2012,366,,,
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,1697,365,,,
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,1316,365,,,
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,1127,365,,,
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,1727,365,,,
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,2091,365,,,
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,2691,365,,,
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,1243,365,,,
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,1796,365,,,
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,2008,365,,,
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,2781,365,,,
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,2850,365,,,
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,2821,365,,,
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,1170,365,,,
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,2638,366,,,
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,2791,366,,,
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,1884,366,,,
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,2715,366,,,
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,2579,366,,,
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,1130,366,,,
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,2160,366,,,
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,2722,365,,,
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,1417,365,,,
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,1798,365,,,
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,1958,365,,,
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,2875,365,,,
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,1600,365,,,
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,1918,365,,,
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,1581,365,,,
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,2762,365,,,
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,1575,365,,,
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,1629,365,,,
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,2489,365,,,
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,1140,366,,,
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,1104,366,,,
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,2044,366,,,
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,2811,366,,,
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,1097,366,,,
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,1979,366,,,
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,2535,366,,,
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,2244,365,,,
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,1903,365,,,
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,2816,365,,,
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,1876,365,,,
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,2724,365,,,
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,2701,365,,,
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,2965,365,,,
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,2532,365,,,
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,2440,365,,,
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,2292,365,,,
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,2255,365,,,
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,1392,365,,,
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,1078,365,,,
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,1664,366,,,
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,2874,366,,,
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,1666,366,,,
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,1688,366,,,
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,1489,366,,,
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,2421,366,,,
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,2565,366,,,
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,2837,365,,,
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,1089,365,,,
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,2868,365,,,
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,2674,365,,,
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,1706,365,,,
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,2117,365,,,
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,1585,365,,,
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,1697,365,,,
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,1048,365,,,
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,1156,365,,,
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,1632,365,,,
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,1421,365,,,
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,2542,365,,,
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,2958,366,,,
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,2229,366,,,
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,1700,366,,,
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,1483,366,,,
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,1499,366,,,
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,2284,366,,,
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,2647,366,,,
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,1386,365,,,
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,1752,365,,,
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,2654,365,,,
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,1678,365,,,
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,1075,365,,,
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,2724,365,,,
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,2129,365,,,
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,2844,365,,,
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,2120,365,,,
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,1374,365,,,
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,2494,365,,,
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,2247,365,,,
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,1502,365,,,
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,1815,366,,,
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,2512,366,,,
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,1178,366,,,
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,2451,366,,,
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,1364,366,,,
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,1786,366,,,
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,2563,366,,,
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,2473,365,,,
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,2455,365,,,
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,1881,365,,,
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,1529,365,,,
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,2810,365,,,
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,1997,365,,,
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,2757,365,,,
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,1762,365,,,
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,2693,365,,,
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,1773,365,,,
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,2052,365,,,
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,2288,365,,,
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,1305,365,,,
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,2124,366,,,
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,2061,366,,,
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,1226,366,,,
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,1001,366,,,
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,1282,366,,,
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,2297,366,,,
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,2481,366,,,
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,2754,365,,,
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,1101,365,,,
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,1717,365,,,
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,1192,365,,,
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,1138,365,,,
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,2326,365,,,
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,1804,365,,,
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,1311,365,,,
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,2152,365,,,
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,2443,365,,,
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,1987,365,,,
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,1993,365,,,
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,1678,365,,,
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,2045,366,,,
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,1022,366,,,
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,2807,366,,,
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,1736,366,,,
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,2590,366,,,
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,2223,366,,,
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,1484,366,,,
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,2218,365,,,
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,1981,365,,,
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,1918,365,,,
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,2315,365,,,
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,2922,365,,,
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,1234,365,,,
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,1568,365,,,
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,2290,365,,,
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,2209,365,,,
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,1110,365,,,
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,2392,365,,,
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,1358,365,,,
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,1568,365,,,
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,2265,366,,,
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,1190,366,,,
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,2053,366,,,
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,2751,366,,,
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,1496,366,,,
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,1231,366,,,
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,1154,366,,,
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,1824,365,,,
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,2906,365,,,
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,1035,365,,,
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,1115,365,,,
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,1405,365,,,
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,2843,365,,,
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,1114,365,,,
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,2441,365,,,
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,2171,365,,,
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,1126,365,,,
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,2623,365,,,
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,1914,365,,,
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,1355,365,,,
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,1653,366,,,
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,2386,366,,,
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,1069,366,,,
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,2362,366,,,
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,2303,366,,,
